,Topic ID,time span,keywords
30,3,6,"[(0.015537730228141549, 'Stadt'), (0.012506362472786064, 'Gemeinderat'), (0.011925596929348057, 'Projekt'), (0.01172615414080549, 'Gemeinde'), (0.007530709138052207, 'Kanton'), (0.0059680337163721215, 'Bau'), (0.005494723531706812, 'Million'), (0.00534965291994026, 'bauen'), (0.005194565610501899, 'Parkplatz'), (0.005099115330228377, 'Quartier'), (0.004874502582451775, 'Platz'), (0.004632512774485482, 'Stadtrat'), (0.004487230853030912, 'planen'), (0.004453158404193324, 'Anwohner'), (0.004153104215453527, 'Meter'), (0.003992667301175966, 'führen'), (0.003868475552146228, 'geplant'), (0.0037176880140783815, 'Ende'), (0.0035356017880777296, 'Bahnhof'), (0.00329436807166139, 'Brücke')]"
31,3,7,"[(0.018006757678158975, 'Stadt'), (0.01199631728752419, 'Projekt'), (0.011791204133977135, 'Gemeinderat'), (0.011226495671853113, 'Gemeinde'), (0.007581875440426327, 'Kanton'), (0.005922131524611765, 'Bau'), (0.005817307633085066, 'Parkplatz'), (0.005391817046547573, 'Quartier'), (0.005362300359670099, 'bauen'), (0.005210094451555935, 'Platz'), (0.004929639678023919, 'Million'), (0.004753058746639311, 'Stadtrat'), (0.004694068554525217, 'planen'), (0.004455139593225069, 'Anwohner'), (0.004146273172425692, 'Meter'), (0.004096233653335416, 'führen'), (0.004093428564990068, 'Bern'), (0.003841426930253126, 'geplant'), (0.0037078820274674806, 'Ende'), (0.003588303530818093, 'Bahnhof')]"
32,4,0,"[(0.022079832222739643, 'Solothurn'), (0.020438857782373004, 'Uhr'), (0.014519539682849957, 'Bern'), (0.013153363196083552, 'Olten'), (0.008757499173631918, 'Biel'), (0.008636118333624212, 'Berner'), (0.00832409659788107, 'Samstag'), (0.006798217404131802, 'Sonntag'), (0.006525420336535928, 'Thun'), (0.006349234363182491, 'Hans'), (0.006138529770045346, 'Region'), (0.005529126226628312, 'Peter'), (0.005449687456116756, 'Kanton'), (0.0051484666299564386, 'Langenthal'), (0.004732648039460428, 'finden'), (0.004593748073677531, 'Foto'), (0.004521800732182608, 'August'), (0.004448714981055089, 'erklären'), (0.003954231070350314, 'Grenche'), (0.003905279671439898, 'Gemeinde')]"
33,4,1,"[(0.020427288088169095, 'Uhr'), (0.02022025279959556, 'Solothurn'), (0.015095357606305473, 'Bern'), (0.011886367948919525, 'Olten'), (0.008861459988165876, 'Berner'), (0.00848411004658008, 'Biel'), (0.008091332205697715, 'Samstag'), (0.006953555749358812, 'Thun'), (0.006584701536873363, 'Sonntag'), (0.00623767315221654, 'Region'), (0.006181308082516378, 'Hans'), (0.005460942592722123, 'Kanton'), (0.005458497163170858, 'Peter'), (0.005135214036983822, 'Langenthal'), (0.0048108147740375685, 'finden'), (0.00456040401783952, 'erklären'), (0.004397254214733967, 'August'), (0.004273375993746377, 'Foto'), (0.004072075731137131, 'Gemeinde'), (0.004054403596963219, 'Interlaken')]"
34,4,2,"[(0.02030906326741654, 'Uhr'), (0.016526013501473945, 'Solothurn'), (0.01632324017174896, 'Bern'), (0.009346607013134953, 'Berner'), (0.00930054626938626, 'Olten'), (0.007938771328095536, 'Thun'), (0.007619065278068, 'Biel'), (0.007586572878947638, 'Samstag'), (0.006430019018905223, 'Region'), (0.005840013968237709, 'Sonntag'), (0.005797325084493885, 'Hans'), (0.0054625223359761966, 'Kanton'), (0.005278493115698083, 'Peter'), (0.005038487978267366, 'Langenthal'), (0.004964615377128225, 'finden'), (0.004807487258131635, 'erklären'), (0.004434503060184853, 'Gemeinde'), (0.004424151609935274, 'Interlaken'), (0.004123017665221169, 'August'), (0.004035678418356051, 'Tag')]"
35,4,3,"[(0.020030047380158164, 'Uhr'), (0.018417400168669298, 'Bern'), (0.01151759766456866, 'Solothurn'), (0.010186272477010438, 'Berner'), (0.009782370369429815, 'Thun'), (0.006795417740793052, 'Samstag'), (0.006701260372865959, 'Region'), (0.005810673478005712, 'Olten'), (0.005766535210739867, 'Biel'), (0.005430778321453852, 'Kanton'), (0.0052414468014550155, 'erklären'), (0.0051933214927605414, 'finden'), (0.005156788748294949, 'Hans'), (0.005075745576538085, 'Interlaken'), (0.005060620522281965, 'Gemeinde'), (0.004956334530284709, 'Peter'), (0.004679869812897952, 'Langenthal'), (0.004617673240736365, 'Oberland'), (0.004270166758697077, 'Tag'), (0.004246296788754197, 'Spiez')]"
36,4,4,"[(0.02175930765200364, 'Bern'), (0.019792939762830808, 'Uhr'), (0.012232843077989502, 'Thun'), (0.011455812702965414, 'Berner'), (0.006785144657031815, 'Region'), (0.006504627732025331, 'Solothurn'), (0.005994359606096412, 'Samstag'), (0.005873696947238461, 'Gemeinde'), (0.005711627860957835, 'Interlaken'), (0.005638857487836737, 'Oberland'), (0.005450625118381736, 'erklären'), (0.005432293307964513, 'finden'), (0.005356686313374502, 'Kanton'), (0.004604411230229175, 'Tag'), (0.00458645329243561, 'Spiez'), (0.0044929460437016, 'Verein'), (0.004397057006081108, 'Peter'), (0.004333149210395395, 'Hans'), (0.004228962908840545, 'Burgdorf'), (0.004037866943977062, 'Sonntag')]"
37,4,5,"[(0.02771764300866101, 'Bern'), (0.01886458358756934, 'Uhr'), (0.013804630291293757, 'Berner'), (0.013562600900532773, 'Thun'), (0.006907355591788274, 'Region'), (0.006706905805681636, 'Gemeinde'), (0.005598124238038194, 'finden'), (0.005583625193688835, 'Interlaken'), (0.005552810470373539, 'Oberland'), (0.005457337080244273, 'Kanton'), (0.00527457696376372, 'erklären'), (0.005200467874825804, 'Samstag'), (0.004924898640916063, 'Tag'), (0.004818273821381148, 'Burgdorf'), (0.004673312449148066, 'Verein'), (0.004184913781006625, 'Spiez'), (0.003780987152498139, 'Peter'), (0.0036880771584544654, 'Sonntag'), (0.0036318469137961652, 'Langenthal'), (0.003565844932124374, 'Hans')]"
38,4,6,"[(0.03571194274976265, 'Bern'), (0.017633154728637766, 'Uhr'), (0.01691145933787548, 'Berner'), (0.012836858427662197, 'Thun'), (0.00737674045874975, 'Gemeinde'), (0.006965631515984485, 'Region'), (0.005780679335046815, 'Kanton'), (0.005756781577433254, 'Burgdorf'), (0.005671421803612778, 'finden'), (0.005216268424440884, 'Tag'), (0.0050461799604308855, 'erklären'), (0.0050103210302532755, 'Interlaken'), (0.004780746506838384, 'Oberland'), (0.004684077924346297, 'Verein'), (0.004567225703617106, 'Samstag'), (0.0040473846282375455, 'Langenthal'), (0.003997474702538785, 'Biel'), (0.003808759309989354, 'Emmental'), (0.003807750588121619, 'Gast'), (0.0037589373778056973, 'Betrieb')]"
39,4,7,"[(0.04204904604812292, 'Bern'), (0.01974679842920197, 'Berner'), (0.01656153510412586, 'Uhr'), (0.011439908331848504, 'Thun'), (0.0077079522581832835, 'Gemeinde'), (0.006864694632686205, 'Burgdorf'), (0.006836698886587212, 'Region'), (0.006078790603734981, 'Kanton'), (0.005677219939355823, 'finden'), (0.0054184955787346945, 'Tag'), (0.004825229227622427, 'erklären'), (0.004753951199785511, 'Verein'), (0.004662202304164898, 'Biel'), (0.004406791271809549, 'Interlaken'), (0.004379437417305048, 'Emmental'), (0.00434804039316423, 'Langenthal'), (0.0042062520354723375, 'Samstag'), (0.004114708225633132, 'Oberland'), (0.0040751033406322325, 'Gast'), (0.003984010701870902, 'Betrieb')]"
40,5,0,"[(0.009763909308604851, 'Verhandlung'), (0.009447588299228763, 'Regierung'), (0.00881382036481878, 'bilateral'), (0.008813143345244717, 'europäisch'), (0.008460269217228287, 'Schweizer'), (0.008151101501933752, 'deutsch'), (0.007353689607969184, 'Brüssel'), (0.007135850197953442, 'schweizerisch'), (0.006279950163867406, 'Vertrag'), (0.005871066802599131, 'Abkommen'), (0.005731824748691821, 'Deutschland'), (0.005537025741629247, 'Land'), (0.005292193948574614, 'Frankreich'), (0.004324949397426075, 'Österreich'), (0.003953137110446682, 'Post'), (0.00387487558250352, 'französisch'), (0.003726583466824939, 'Gewerkschaft'), (0.003585439491517956, 'erklären'), (0.003532199924688485, 'Frage'), (0.003519216600494738, 'Seite')]"
41,5,1,"[(0.009160530717374377, 'Regierung'), (0.009069589582695764, 'Verhandlung'), (0.008548765693386723, 'Schweizer'), (0.008315557025350997, 'deutsch'), (0.00821207239730482, 'europäisch'), (0.007980547049648453, 'bilateral'), (0.006845713782481452, 'schweizerisch'), (0.00683097124789942, 'Brüssel'), (0.006235956472610606, 'Vertrag'), (0.0059383271731365435, 'Deutschland'), (0.005627890805240591, 'Abkommen'), (0.005353061289656171, 'Land'), (0.0051903753012191725, 'Frankreich'), (0.004200370800636657, 'Post'), (0.004065136813913486, 'Österreich'), (0.004004238785849635, 'Gewerkschaft'), (0.0038513739708087072, 'französisch'), (0.0035611180161207005, 'Bundesrat'), (0.003531801334500167, 'erklären'), (0.0035200550619006892, 'Frage')]"
42,5,2,"[(0.008718804798945002, 'Schweizer'), (0.008622809797786785, 'deutsch'), (0.008538111380550809, 'Regierung'), (0.007496714951207425, 'Verhandlung'), (0.007012769200270886, 'europäisch'), (0.00636080412060435, 'Deutschland'), (0.006281090079855144, 'bilateral'), (0.006236932237061513, 'schweizerisch'), (0.006070413593627246, 'Vertrag'), (0.0056034025229464894, 'Brüssel'), (0.005035352916323243, 'Abkommen'), (0.004968251079243336, 'Frankreich'), (0.004952716506826071, 'Land'), (0.004772922382046997, 'Post'), (0.00467190796573001, 'Gewerkschaft'), (0.003774960417994606, 'französisch'), (0.003704535730717446, 'Bundesrat'), (0.003503336821361785, 'Österreich'), (0.0034797103606347105, 'Frage'), (0.003468169194371856, 'Fall')]"
43,5,3,"[(0.009024256692947243, 'deutsch'), (0.008971348766785413, 'Schweizer'), (0.007588575935623106, 'Regierung'), (0.00696896440628857, 'Deutschland'), (0.0060005683941717625, 'Gewerkschaft'), (0.0058396735579274335, 'Post'), (0.005626991240754765, 'Vertrag'), (0.005378010554176116, 'europäisch'), (0.005264334446026323, 'schweizerisch'), (0.0050792560418274745, 'Verhandlung'), (0.004621311004809533, 'Frankreich'), (0.004332356892838393, 'Land'), (0.003988043875879655, 'Abkommen'), (0.003961060586724867, 'bilateral'), (0.003943882636291013, 'Bundesrat'), (0.003882878965429525, 'Fall'), (0.003712658663009082, 'Brüssel'), (0.00360876746685925, 'französisch'), (0.0033782107118083436, 'Frage'), (0.0033626826534752757, 'Ende')]"
44,5,4,"[(0.008995039160450217, 'Schweizer'), (0.008346865441670416, 'deutsch'), (0.0070826700239378405, 'Post'), (0.006846612204956955, 'Gewerkschaft'), (0.006473886467397296, 'Deutschland'), (0.006291931840127833, 'Regierung'), (0.0044882971524346236, 'Fall'), (0.004484307728558011, 'Bundesrat'), (0.004408779068155368, 'Vertrag'), (0.00418296937731944, 'Frankreich'), (0.004122839576446832, 'schweizerisch'), (0.003896462460677224, 'europäisch'), (0.0038125568516487484, 'öffentlich'), (0.003678726149607226, 'Land'), (0.003587523750514623, 'Verhandlung'), (0.0034501453040184306, 'Ende'), (0.003393285912611251, 'gelten'), (0.003335940376471766, 'Frage'), (0.0033149762488380668, 'erhalten'), (0.0033131871365885347, 'Bundesamt')]"
45,5,5,"[(0.008722030556555389, 'Schweizer'), (0.008326907424392502, 'Post'), (0.0068058312415402705, 'deutsch'), (0.005945274501207668, 'Gewerkschaft'), (0.00548600003060591, 'Deutschland'), (0.005401082906174878, 'Bundesrat'), (0.005257077740808444, 'Fall'), (0.004998722522307215, 'Regierung'), (0.004451756074696177, 'Bundesamt'), (0.004342417395742545, 'öffentlich'), (0.004053905503174787, 'gelten'), (0.0037423559145117347, 'Frankreich'), (0.003573822957102351, 'Bund'), (0.0035631985160404223, 'erhalten'), (0.0034500385305526278, 'Ende'), (0.0034277527269624356, 'Frage'), (0.0033402777165072346, 'Vertrag'), (0.0032232160530796857, 'Woche'), (0.0031175440134829312, 'Postauto'), (0.0030861786580835718, 'Land')]"
46,5,6,"[(0.009072672528424168, 'Post'), (0.008036184828343921, 'Schweizer'), (0.0071808944483378176, 'Postauto'), (0.006632042591164096, 'Bundesrat'), (0.00591522067349541, 'Fall'), (0.005641095299474029, 'Bundesamt'), (0.005234863839718932, 'deutsch'), (0.004909927920889413, 'gelten'), (0.004787907679323198, 'Bund'), (0.004781455559670444, 'öffentlich'), (0.004607219896472378, 'Gewerkschaft'), (0.004328299168586827, 'Deutschland'), (0.003948728107714013, 'Regierung'), (0.0037421790146695607, 'Woche'), (0.003692661369815398, 'erhalten'), (0.0035539392545542395, 'Frage'), (0.0033343252347645645, 'Ende'), (0.003333948692961426, 'Frankreich'), (0.0031785154876059173, 'Person'), (0.00308788879675681, 'Million')]"
47,5,7,"[(0.008665011333464827, 'Post'), (0.007956854328927796, 'Bundesrat'), (0.00752902853557619, 'Schweizer'), (0.0074429788536578695, 'Postauto'), (0.006297480624998022, 'Bundesamt'), (0.0062944539647771195, 'Fall'), (0.0062273830702595165, 'Maske'), (0.005877241677708589, 'gelten'), (0.005821630120094944, 'Bund'), (0.005109736233504082, 'öffentlich'), (0.0048041056783751325, 'Person'), (0.004494029947977379, 'Woche'), (0.0042810095034119785, 'deutsch'), (0.003860268643592794, 'Gewerkschaft'), (0.0037093742518630535, 'erhalten'), (0.003634368849721042, 'Deutschland'), (0.003599017816996262, 'Massnahm'), (0.0035596002961656263, 'Frage'), (0.003418074332060054, 'Regierung'), (0.0033558137470495347, 'zeigen')]"
48,6,0,"[(0.02984784509400862, 'Uhr'), (0.017212193707759706, 'verletzen'), (0.016047086370426566, 'Richtung'), (0.01409700233231001, 'Kantonspolizei'), (0.01398147811115681, 'Automobilist'), (0.01140646884026474, 'Lenker'), (0.011279915307392033, 'Angabe'), (0.010737447743669838, 'Zürich'), (0.010201759023505527, 'Unfall'), (0.009559635896252581, 'Wagen'), (0.009090607743028712, 'Spital'), (0.00891048304710877, 'Mann'), (0.008267304044852554, 'mussen'), (0.008266490939259716, 'prallen'), (0.008064776194685864, 'geraten'), (0.008037824561475776, 'Person'), (0.007849792449074643, 'Frau'), (0.007520374280240028, 'schwer'), (0.007010761258772964, 'schleudern'), (0.006871740453442619, 'Stadtpolizei')]"
49,6,1,"[(0.029508342458182815, 'Uhr'), (0.017543069539144075, 'verletzen'), (0.016063544719877705, 'Richtung'), (0.014243017754625834, 'Kantonspolizei'), (0.013084455571175956, 'Automobilist'), (0.011536528365176874, 'Lenker'), (0.010679066797694968, 'Unfall'), (0.010467031811768992, 'Angabe'), (0.010401969878577172, 'Zürich'), (0.009339449250071784, 'Spital'), (0.00927585424073169, 'Wagen'), (0.008991883937588707, 'Mann'), (0.008353652126180028, 'mussen'), (0.008202467310855076, 'Person'), (0.008190817239046288, 'prallen'), (0.00807681480042, 'geraten'), (0.007850907890155526, 'Frau'), (0.007327278576681935, 'schwer'), (0.006908030375788496, 'Polizei'), (0.0068353885762184865, 'schleudern')]"
50,6,2,"[(0.028655943505788567, 'Uhr'), (0.018189813008229097, 'verletzen'), (0.016029696468435113, 'Richtung'), (0.014499638563336817, 'Kantonspolizei'), (0.011764849230666266, 'Lenker'), (0.011741019969747747, 'Unfall'), (0.011287908851942323, 'Automobilist'), (0.009858346901309626, 'Spital'), (0.009676017980799652, 'Zürich'), (0.009136314195977045, 'Mann'), (0.008875471463155097, 'Angabe'), (0.008653113687586074, 'Wagen'), (0.008539334526804667, 'Person'), (0.008510393048687899, 'mussen'), (0.008074248952529851, 'geraten'), (0.008003464859426027, 'prallen'), (0.007826698982548593, 'Frau'), (0.007692492994487225, 'Polizei'), (0.00690694480315267, 'schwer'), (0.006524311610046315, 'Verletzung')]"
51,6,3,"[(0.02703053984065527, 'Uhr'), (0.01914473417553395, 'verletzen'), (0.015865043849812126, 'Richtung'), (0.0148154754419149, 'Kantonspolizei'), (0.013645969614783997, 'Unfall'), (0.012039532565527446, 'Lenker'), (0.01068802121256791, 'Spital'), (0.009316562616711929, 'Mann'), (0.009093538480591579, 'Polizei'), (0.009054223954033895, 'Person'), (0.008781888601388552, 'Automobilist'), (0.00871446879710151, 'mussen'), (0.008529352071967297, 'Zürich'), (0.008019053741686334, 'geraten'), (0.007745470577662189, 'Frau'), (0.007657556242919777, 'prallen'), (0.00764530481992559, 'Wagen'), (0.006719009901581385, 'Angabe'), (0.006445147854993147, 'bringen'), (0.006410061869674501, 'Verletzung')]"
52,6,4,"[(0.025630749383295508, 'Uhr'), (0.020262087975841146, 'verletzen'), (0.016622802088270914, 'Unfall'), (0.015384749782921725, 'Kantonspolizei'), (0.015283297472750442, 'Richtung'), (0.0120064850962859, 'Lenker'), (0.011896636717205478, 'Spital'), (0.01113973213294083, 'Polizei'), (0.009774408931229118, 'Mann'), (0.009291303654117438, 'Person'), (0.00886032065061377, 'mussen'), (0.007850904903876245, 'geraten'), (0.007750902913728904, 'Frau'), (0.007527865435016845, 'Zürich'), (0.007161620108840289, 'prallen'), (0.006815157659452972, 'bringen'), (0.006749136146252156, 'Feuerwehr'), (0.00651147167431462, 'Wagen'), (0.006482544816501078, 'Kollision'), (0.006213216546543773, 'Verletzung')]"
53,6,5,"[(0.02286538487859263, 'Uhr'), (0.02147030590487647, 'verletzen'), (0.0205973181182823, 'Unfall'), (0.01601220377914763, 'Kantonspolizei'), (0.01437892402025995, 'Richtung'), (0.013353538987372498, 'Polizei'), (0.01331720046233893, 'Spital'), (0.010750550162843443, 'Lenker'), (0.010568113976744623, 'Mann'), (0.00962045139460891, 'Person'), (0.008756900863855872, 'mussen'), (0.00787130076095454, 'Frau'), (0.007589375892810004, 'geraten'), (0.007401883813207529, 'bringen'), (0.007307616969645203, 'Feuerwehr'), (0.007010343536258768, 'Kollision'), (0.00664813465152915, 'Zürich'), (0.006628518615154442, 'prallen'), (0.006150055496334462, 'mitteilen'), (0.0060510339441545895, 'Bern')]"
54,6,6,"[(0.024553930937358002, 'Unfall'), (0.02257971375422471, 'verletzen'), (0.01917884243786861, 'Uhr'), (0.016556510874323145, 'Kantonspolizei'), (0.015204929591932472, 'Polizei'), (0.014426301547061211, 'Spital'), (0.013429393500906151, 'Richtung'), (0.011451017890237778, 'Mann'), (0.01013663699057683, 'Person'), (0.00919643886343117, 'Lenker'), (0.008305149453938508, 'mussen'), (0.008122383931913472, 'Bern'), (0.00796298550802001, 'bringen'), (0.00795096764548641, 'Frau'), (0.007394235130749659, 'Kollision'), (0.007391428501971945, 'Feuerwehr'), (0.007309470024247916, 'geraten'), (0.007044004186867293, 'mitteilen'), (0.006167737655278884, 'prallen'), (0.006144087474364487, 'Zürich')]"
55,6,7,"[(0.02708425431827251, 'Unfall'), (0.023166077871039, 'verletzen'), (0.016828647477179035, 'Kantonspolizei'), (0.01633666944629878, 'Uhr'), (0.016297011515304095, 'Polizei'), (0.015016215732565449, 'Spital'), (0.01278720605442524, 'Richtung'), (0.012020857497674833, 'Mann'), (0.010566672829673645, 'Person'), (0.009592163209502506, 'Bern'), (0.008289262033537772, 'Lenker'), (0.008288028133440647, 'bringen'), (0.007957031874124804, 'Frau'), (0.007920535239224947, 'mussen'), (0.007895183507830148, 'mitteilen'), (0.007572957796878286, 'Kollision'), (0.007235135928706552, 'Feuerwehr'), (0.007120282290936306, 'geraten'), (0.006155290011818698, 'stürzen'), (0.005932070458087032, 'sperren')]"
56,7,0,"[(0.011721011994639484, 'Stadt'), (0.006267801577773057, 'alt'), (0.005706751064058807, 'Zürich'), (0.00561749127395731, 'Museum'), (0.005371816250505466, 'Jahrhundert'), (0.004966879490314555, 'Hotel'), (0.004471741194994669, 'finden'), (0.004210481491090631, 'klein'), (0.004191775884861844, 'Besucher'), (0.0040661588144229955, 'Zeit'), (0.003973313627244775, 'Ausstellung'), (0.003967477216118309, 'gross'), (0.0037257801691735117, 'Gast'), (0.003630926210168095, 'bieten'), (0.0034183082284627983, 'Tourismus'), (0.0032818399271894064, 'liegen'), (0.0032229152319695727, 'Welt'), (0.0032093097905245213, 'Haus'), (0.0032051248307277454, 'Schweizer'), (0.0031165907023304597, 'Geschichte')]"
57,7,1,"[(0.01193325948600439, 'Stadt'), (0.006275205685907734, 'alt'), (0.005857786822268542, 'Zürich'), (0.005452881894851826, 'Museum'), (0.0052260739621128255, 'Jahrhundert'), (0.004917023408675329, 'Hotel'), (0.0045171042229580375, 'finden'), (0.004225912844013927, 'klein'), (0.004193564698812303, 'Besucher'), (0.004064720643670843, 'Zeit'), (0.0039882369378732956, 'gross'), (0.003916341017602742, 'Ausstellung'), (0.0037055226219342248, 'Gast'), (0.0036280749043729665, 'bieten'), (0.003349517166847146, 'Tourismus'), (0.0032965128677802597, 'Haus'), (0.003296246395383803, 'liegen'), (0.00324198898910581, 'Schweizer'), (0.003200176801012664, 'Welt'), (0.003130763819405662, 'Geschichte')]"
58,7,2,"[(0.012339695129345702, 'Stadt'), (0.006271861755583923, 'alt'), (0.006165615183557998, 'Zürich'), (0.005034773572529605, 'Museum'), (0.004927627984736439, 'Jahrhundert'), (0.004799956070686321, 'Hotel'), (0.004600418739581264, 'finden'), (0.0042479601568041845, 'klein'), (0.004172675050594966, 'Besucher'), (0.004049995798558708, 'Zeit'), (0.004020616840669275, 'gross'), (0.003776034068965561, 'Ausstellung'), (0.0036570380641364913, 'Gast'), (0.0036087365283141892, 'bieten'), (0.0034831103051491214, 'Haus'), (0.0033185406810733887, 'liegen'), (0.0033142558021673845, 'Schweizer'), (0.003172618304487475, 'Tourismus'), (0.0031536048086987026, 'Geschichte'), (0.0031434202182769157, 'Welt')]"
59,7,3,"[(0.012947801282393766, 'Stadt'), (0.006686532216629418, 'Zürich'), (0.0062613257648851985, 'alt'), (0.004725304480286786, 'finden'), (0.004625369143210189, 'Hotel'), (0.004486472178892202, 'Jahrhundert'), (0.004279202329325297, 'klein'), (0.004202466381530317, 'Museum'), (0.0041155454341421874, 'Besucher'), (0.004063779792470704, 'gross'), (0.004019452220672012, 'Zeit'), (0.003806951328695627, 'Haus'), (0.0035832606197306084, 'Gast'), (0.003566450250624708, 'bieten'), (0.003527396749994995, 'Ausstellung'), (0.003436528680432701, 'Schweizer'), (0.003415204624345211, 'bauen'), (0.0033512345872465936, 'liegen'), (0.0032799884745557317, 'Restaurant'), (0.003251885796350871, 'zeigen')]"
60,7,4,"[(0.013720944433376932, 'Stadt'), (0.007771086307349276, 'Zürich'), (0.00616807740086696, 'alt'), (0.004853291310036001, 'finden'), (0.004432320360064648, 'Hotel'), (0.004282986347053677, 'klein'), (0.004233583495785948, 'Haus'), (0.004092651020791005, 'gross'), (0.004063015431586826, 'Jahrhundert'), (0.004040303154791247, 'bauen'), (0.003970656138751669, 'Zeit'), (0.003957090870555243, 'Besucher'), (0.0036479718916206357, 'Gebäude'), (0.0036378266752465404, 'Schweizer'), (0.003614115534470473, 'Museum'), (0.0035989132644542233, 'Ort'), (0.0035645872424892597, 'Gast'), (0.0035581998295025736, 'Wohnung'), (0.0035343536993968925, 'Restaurant'), (0.0034853510574456084, 'bieten')]"
61,7,5,"[(0.014643590342586946, 'Stadt'), (0.00897299092757652, 'Zürich'), (0.005933275581762485, 'alt'), (0.004937232664991497, 'finden'), (0.004643811667619264, 'Haus'), (0.0046351107849802765, 'bauen'), (0.004595299731291482, 'Wohnung'), (0.0042164856663889005, 'klein'), (0.004215158747910439, 'Hotel'), (0.004184167016634164, 'Gebäude'), (0.004102188482657395, 'gross'), (0.004099140360332905, 'Ort'), (0.003915807697049445, 'Zeit'), (0.0038774923486020285, 'Schweizer'), (0.003842027925361147, 'Jahrhundert'), (0.003749074691728721, 'Restaurant'), (0.003717640055930026, 'Besucher'), (0.003626274807358623, 'Platz'), (0.0036175316682893724, 'Gast'), (0.003411752140328467, 'zeigen')]"
62,7,6,"[(0.015420572411009529, 'Stadt'), (0.009823143299115654, 'Zürich'), (0.005639676850061853, 'alt'), (0.005618148786230535, 'Wohnung'), (0.0051832034080326, 'bauen'), (0.004972123870707285, 'finden'), (0.004950273815015398, 'Haus'), (0.004678372196807347, 'Ort'), (0.004659622113611695, 'Gebäude'), (0.004141592769569709, 'klein'), (0.004095862843962102, 'gross'), (0.004049459755344071, 'Hotel'), (0.004047460315074592, 'Schweizer'), (0.003948012996484667, 'Restaurant'), (0.0038990074644864215, 'Platz'), (0.003869094175992425, 'Zeit'), (0.0037520348581218683, 'historisch'), (0.003738640406639405, 'Zürcher'), (0.003735297234382147, 'Jahrhundert'), (0.003692534974727322, 'Gast')]"
63,7,7,"[(0.015789789242554506, 'Stadt'), (0.010245522584091924, 'Zürich'), (0.0062869057860402665, 'Wohnung'), (0.005539587327498468, 'bauen'), (0.005453175301516878, 'alt'), (0.005117329494347654, 'Haus'), (0.005096912415691354, 'Ort'), (0.004978861790410916, 'finden'), (0.004957984859499641, 'Gebäude'), (0.0041090502159191545, 'Platz'), (0.004094542062090062, 'Schweizer'), (0.00409452091085693, 'Restaurant'), (0.004088831161715219, 'klein'), (0.004087341102178946, 'gross'), (0.0039888253247076545, 'Zürcher'), (0.003974107817560584, 'historisch'), (0.003959275667992595, 'Hotel'), (0.0038401767455572508, 'Zeit'), (0.0037359277315910273, 'Raum'), (0.0037188817015987898, 'Gast')]"
64,8,0,"[(0.01713259701464061, 'Unfall'), (0.010790135350542334, 'Lastwagen'), (0.010283943632404658, 'Automobilist'), (0.009491078302131991, 'Sicherheit'), (0.009144477225298866, 'Autofahrer'), (0.009054057382168277, 'Strasse'), (0.008626840945373679, 'Fussgänger'), (0.0075564909290528545, 'Autobahn'), (0.007153097477416716, 'Tempo'), (0.006903559890527671, 'Polizei'), (0.006330498565067851, 'Stau'), (0.005644895668676568, 'Verkehrsteilnehmer'), (0.005535150878515918, 'Strassenverkehr'), (0.004645602685342835, 'Geschwindigkeit'), (0.004122908102487124, 'Fahrer'), (0.003956655308651824, 'Massnahm'), (0.003925192816875484, 'gelten'), (0.0038665441022957157, 'Velofahrer'), (0.0038175619984829458, 'Kontrolle'), (0.0035976848459599834, 'Zahl')]"
65,8,1,"[(0.01697864621172695, 'Unfall'), (0.010380524494060555, 'Lastwagen'), (0.009947331716386688, 'Automobilist'), (0.009414679741142948, 'Sicherheit'), (0.009316048673093507, 'Autofahrer'), (0.009206727698482613, 'Strasse'), (0.008686072318990155, 'Fussgänger'), (0.007535961056412219, 'Autobahn'), (0.007344536682522132, 'Tempo'), (0.006784537639592561, 'Polizei'), (0.006372525611200354, 'Stau'), (0.0056615914196191065, 'Verkehrsteilnehmer'), (0.005361715055447145, 'Strassenverkehr'), (0.004632087171009891, 'Geschwindigkeit'), (0.004125860498060787, 'Fahrer'), (0.0040706745383678545, 'Velofahrer'), (0.0040179989451235385, 'gelten'), (0.0039822521966258045, 'Massnahm'), (0.0037814443115286, 'Kontrolle'), (0.0036120205182215846, 'Zahl')]"
66,8,2,"[(0.01659216468230755, 'Unfall'), (0.009650707251665799, 'Autofahrer'), (0.009530290006297643, 'Lastwagen'), (0.009506733862997396, 'Strasse'), (0.009227157441256208, 'Sicherheit'), (0.00917027920041176, 'Automobilist'), (0.008749441619821724, 'Fussgänger'), (0.007778279763700561, 'Tempo'), (0.007463218152789123, 'Autobahn'), (0.00649833466171199, 'Polizei'), (0.006432156547340494, 'Stau'), (0.005615814287303472, 'Verkehrsteilnehmer'), (0.005025338897570107, 'Strassenverkehr'), (0.00458806456999992, 'Geschwindigkeit'), (0.0045504406431170945, 'Velofahrer'), (0.0042141510225826885, 'gelten'), (0.004119513552368783, 'Fahrer'), (0.004021935307260986, 'Massnahm'), (0.0037273507349611227, 'Situation'), (0.003692781961309873, 'Kontrolle')]"
